model,threshold,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,num_position_changes
logreg,0.5,-0.07031950068022075,-0.004377782918204232,0.04688593661215288,-0.07014123578687693,-0.2630416255580277,869
logreg,0.52,-0.05265529641269462,-0.0032495436965710445,0.035876635796561536,-0.07280801329046876,-0.1994992484407444,741
logreg,0.55,0.0002888479444014269,1.737817665259378e-05,0.0229509444560457,0.012221380772686018,-0.09977955048271814,328
logreg,0.6,0.0055935874746380065,0.00033569538932476384,0.010149997069827044,0.03812845744989636,-0.033769221559814655,66
logreg,0.65,0.02527658791356191,0.0015031652385850691,0.005913697297278347,0.2569124668974344,-0.005914346827795569,10
logreg,0.7,0.002627408024620692,0.0001579013214501046,0.0006823194575310879,0.23174079996405547,-0.00014999999999998348,2
