model,threshold,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,num_position_changes
rf,0.5,-0.04071033187035333,-0.0024977526213952883,0.04808178291808333,-0.02800078309576284,-0.2030331454123646,1042
rf,0.52,0.22850510278141511,0.012460254845767293,0.042046124894467414,0.31550223767567714,-0.14361186281971017,935
rf,0.55,0.18884264908100112,0.010462912371445032,0.03375594469365313,0.32518270844792146,-0.14931593385427522,672
rf,0.6,0.17930088115870624,0.00997306347854332,0.022068270274448243,0.4606693393856732,-0.05868399735079777,288
rf,0.65,0.006101509071666067,0.000366090992018675,0.011913356113561067,0.036683181575561184,-0.04242207811856724,90
rf,0.7,0.0036255044736177577,0.00021778277041106797,0.002275775397094259,0.09682026344244017,-0.007327862245136485,12
